text_orig,text_strp_unicode,text_strp_punct
surabaya,surabaya,surabaya
",",",",
wa,wa,wa
taken,taken,taken
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
tuban,tuban,tuban
",",",",
one,one,one
of,of,of
the,the,the
oldest,oldest,oldest
and,and,and
largest,largest,largest
port,port,port
city,city,city
on,on,on
the,the,the
coast,coast,coast
of,of,of
java,java,java
",",",",
wa,wa,wa
taken,taken,taken
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
surabaya,surabaya,surabaya
wa,wa,wa
mataram,mataram,mataram
's,'s,s
most,most,most
difficult,difficult,difficult
enemy,enemy,enemy
.,.,
senapati,senapati,senapati
wa,wa,wa
not,not,not
strong,strong,strong
enough,enough,enough
to,to,to
attack,attack,attack
this,this,this
powerful,powerful,powerful
city,city,city
and,and,and
hanyakrawati,hanyakrawati,hanyakrawati
attacked,attacked,attacked
it,it,it
to,to,to
no,no,no
avail,avail,avail
.,.,
sultan,sultan,sultan
agung,agung,agung
tried,tried,tried
to,to,to
weakened,weakened,weakened
surabaya,surabaya,surabaya
by,by,by
launching,launching,launching
a,a,a
naval,naval,naval
campaign,campaign,campaign
across,across,across
java,java,java
sea,sea,sea
and,and,and
capturing,capturing,capturing
sukadana,sukadana,sukadana
",",",",
surabaya,surabaya,surabaya
's,'s,s
ally,ally,ally
in,in,in
southwest,southwest,southwest
kalimantan,kalimantan,kalimantan
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
and,and,and
the,the,the
madura,madura,madura
island,island,island
",",",",
another,another,another
ally,ally,ally
of,of,of
surabaya,surabaya,surabaya
",",",",
wa,wa,wa
taken,taken,taken
in,in,in
<<year>>,<<year>>,<<year>>
after,after,after
a,a,a
fierce,fierce,fierce
battle,battle,battle
.,.,
soon,soon,soon
madura,madura,madura
's,'s,s
fortification,fortification,fortification
in,in,in
sumenep,sumenep,sumenep
and,and,and
pamekasan,pamekasan,pamekasan
fell,fell,fell
",",",",
agung,agung,agung
installed,installed,installed
adipati,adipati,adipati
of,of,of
sampang,sampang,sampang
a,a,a
the,the,the
adipati,adipati,adipati
of,of,of
madura,madura,madura
",",",",
stylised,stylised,stylised
a,a,a
prince,prince,prince
cakraningrat,cakraningrat,cakraningrat
i,i,i
.,.,
after,after,after
five,five,five
year,year,year
of,of,of
war,war,war
",",",",
agung,agung,agung
finally,finally,finally
conquered,conquered,conquered
surabaya,surabaya,surabaya
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
city,city,city
wa,wa,wa
taken,taken,taken
not,not,not
through,through,through
outright,outright,outright
military,military,military
invasion,invasion,invasion
",",",",
but,but,but
instead,instead,instead
through,through,through
a,a,a
siege,siege,siege
;,;,
agung,agung,agung
installed,installed,installed
a,a,a
tight,tight,tight
blockade,blockade,blockade
from,from,from
the,the,the
land,land,land
and,and,and
sea,sea,sea
",",",",
starving,starving,starving
surabaya,surabaya,surabaya
into,into,into
submission,submission,submission
.,.,
with,with,with
surabaya,surabaya,surabaya
brought,brought,brought
into,into,into
the,the,the
empire,empire,empire
",",",",
the,the,the
mataram,mataram,mataram
kingdom,kingdom,kingdom
encompassed,encompassed,encompassed
all,all,all
of,of,of
central,central,central
and,and,and
eastern,eastern,eastern
java,java,java
",",",",
also,also,also
madura,madura,madura
and,and,and
sukadana,sukadana,sukadana
on,on,on
southwest,southwest,southwest
borneo,borneo,borneo
",",",",
except,except,except
for,for,for
the,the,the
west,west,west
and,and,and
east,east,east
end,end,end
of,of,of
the,the,the
island,island,island
and,and,and
it,it,it
mountainous,mountainous,mountainous
south,south,south
(,(,
except,except,except
for,for,for
mataram,mataram,mataram
;,;,
—,,
of,of,of
course,course,course
),),
.,.,
sultan,sultan,sultan
agung,agung,agung
consolidated,consolidated,consolidated
his,his,his
political,political,political
unity,unity,unity
by,by,by
forging,forging,forging
marriage,marriage,marriage
alliance,alliance,alliance
of,of,of
his,his,his
adipati,adipati,adipati
to,to,to
the,the,the
princess,princess,princess
of,of,of
mataram,mataram,mataram
.,.,
agung,agung,agung
himself,himself,himself
took,took,took
the,the,the
hand,hand,hand
of,of,of
cirebon,cirebon,cirebon
princess,princess,princess
a,a,a
his,his,his
consort,consort,consort
",",",",
in,in,in
an,an,an
effort,effort,effort
to,to,to
sealed,sealed,sealed
cirebon,cirebon,cirebon
sultanate,sultanate,sultanate
a,a,a
mataram,mataram,mataram
's,'s,s
loyal,loyal,loyal
ally,ally,ally
.,.,
by,by,by
<<year>>,<<year>>,<<year>>
",",",",
mataram,mataram,mataram
wa,wa,wa
undisputed,undisputed,undisputed
ruler,ruler,ruler
of,of,of
java,java,java
.,.,
such,such,such
a,a,a
mighty,mighty,mighty
feat,feat,feat
of,of,of
arm,arm,arm
",",",",
however,however,however
",",",",
did,did,did
not,not,not
deter,deter,deter
mataram,mataram,mataram
's,'s,s
former,former,former
overlord,overlord,overlord
from,from,from
rebellion,rebellion,rebellion
.,.,
pajang,pajang,pajang
rebelled,rebelled,rebelled
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
and,and,and
pati,pati,pati
rebelled,rebelled,rebelled
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
after,after,after
the,the,the
capture,capture,capture
of,of,of
surabaya,surabaya,surabaya
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
expansion,expansion,expansion
stopped,stopped,stopped
while,while,while
the,the,the
empire,empire,empire
wa,wa,wa
busied,busied,busied
by,by,by
rebellion,rebellion,rebellion
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
batavia,batavia,batavia
campaign,campaign,campaign
and,and,and
western,western,western
conquests,conquests,conquests
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
along,along,along
western,western,western
java,java,java
",",",",
banten,banten,banten
sultanate,sultanate,sultanate
and,and,and
the,the,the
dutch,dutch,dutch
settlement,settlement,settlement
in,in,in
jakarta,jakarta,jakarta
remained,remained,remained
outside,outside,outside
of,of,of
agung,agung,agung
's,'s,s
control,control,control
.,.,
in,in,in
his,his,his
effort,effort,effort
to,to,to
unite,unite,unite
java,java,java
",",",",
agung,agung,agung
claimed,claimed,claimed
mataram,mataram,mataram
a,a,a
the,the,the
successor,successor,successor
state,state,state
of,of,of
demak,demak,demak
",",",",
which,which,which
historically,historically,historically
held,held,held
banten,banten,banten
a,a,a
a,a,a
vassal,vassal,vassal
state,state,state
.,.,
however,however,however
",",",",
the,the,the
banten,banten,banten
sultanate,sultanate,sultanate
opposed,opposed,opposed
agung,agung,agung
's,'s,s
claim,claim,claim
",",",",
preferring,preferring,preferring
to,to,to
remain,remain,remain
a,a,a
a,a,a
sovereign,sovereign,sovereign
state,state,state
.,.,
agung,agung,agung
therefore,therefore,therefore
considered,considered,considered
military,military,military
conquest,conquest,conquest
a,a,a
a,a,a
mean,mean,mean
to,to,to
coerce,coerce,coerce
banten,banten,banten
into,into,into
mataram,mataram,mataram
's,'s,s
hegemony,hegemony,hegemony
.,.,
however,however,however
",",",",
if,if,if
agung,agung,agung
were,were,were
march,march,march
his,his,his
army,army,army
to,to,to
banten,banten,banten
",",",",
the,the,the
port,port,port
city,city,city
of,of,of
batavia,batavia,batavia
would,would,would
stand,stand,stand
a,a,a
a,a,a
potential,potential,potential
opponent,opponent,opponent
too,too,too
near,near,near
to,to,to
the,the,the
proximity,proximity,proximity
of,of,of
the,the,the
banten,banten,banten
region,region,region
.,.,
this,this,this
did,did,did
not,not,not
deter,deter,deter
agung,agung,agung
from,from,from
pursuing,pursuing,pursuing
his,his,his
claim,claim,claim
a,a,a
he,he,he
already,already,already
perceived,perceived,perceived
dutch,dutch,dutch
rule,rule,rule
of,of,of
batavia,batavia,batavia
a,a,a
a,a,a
threat,threat,threat
to,to,to
the,the,the
mataram,mataram,mataram
hegemony,hegemony,hegemony
",",",",
thereby,thereby,thereby
inciting,inciting,inciting
further,further,further
reason,reason,reason
to,to,to
march,march,march
upon,upon,upon
batavia,batavia,batavia
whilst,whilst,whilst
en,en,en
route,route,route
to,to,to
banten,banten,banten
.,.,
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
agung,agung,agung
and,and,and
his,his,his
army,army,army
began,began,began
the,the,the
siege,siege,siege
of,of,of
batavia,batavia,batavia
.,.,
the,the,the
initial,initial,initial
stage,stage,stage
of,of,of
the,the,the
campaign,campaign,campaign
against,against,against
batavia,batavia,batavia
proved,proved,proved
difficult,difficult,difficult
due,due,due
to,to,to
a,a,a
lack,lack,lack
of,of,of
logistical,logistical,logistical
support,support,support
for,for,for
agung,agung,agung
's,'s,s
troop,troop,troop
.,.,
to,to,to
avoid,avoid,avoid
a,a,a
repeat,repeat,repeat
of,of,of
such,such,such
inadequacy,inadequacy,inadequacy
",",",",
agung,agung,agung
established,established,established
farming,farming,farming
settlement,settlement,settlement
along,along,along
the,the,the
northern,northern,northern
coast,coast,coast
of,of,of
west,west,west
java,java,java
.,.,
this,this,this
saw,saw,saw
support,support,support
from,from,from
constructed,constructed,constructed
rice,rice,rice
barn,barn,barn
and,and,and
javanese,javanese,javanese
ship,ship,ship
filled,filled,filled
with,with,with
rice,rice,rice
ration,ration,ration
to,to,to
support,support,support
mataram,mataram,mataram
troop,troop,troop
.,.,
upon,upon,upon
discovery,discovery,discovery
from,from,from
dutch,dutch,dutch
ship,ship,ship
and,and,and
spy,spy,spy
however,however,however
",",",",
operation,operation,operation
of,of,of
these,these,these
javanese,javanese,javanese
ship,ship,ship
and,and,and
rice,rice,rice
barn,barn,barn
were,were,were
eventually,eventually,eventually
put,put,put
to,to,to
a,a,a
stop,stop,stop
or,or,or
burned,burned,burned
down,down,down
.,.,
a,a,a
a,a,a
result,result,result
",",",",
large,large,large
number,number,number
of,of,of
mataram,mataram,mataram
troop,troop,troop
again,again,again
suffered,suffered,suffered
from,from,from
ill-adequate,ill-adequate,illadequate
logistical,logistical,logistical
support,support,support
and,and,and
eventually,eventually,eventually
",",",",
starvation,starvation,starvation
.,.,
agung,agung,agung
's,'s,s
attempt,attempt,attempt
to,to,to
invade,invade,invade
batavia,batavia,batavia
ultimately,ultimately,ultimately
ended,ended,ended
in,in,in
failure,failure,failure
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
cracking,cracking,cracking
down,down,down
rebellion,rebellion,rebellion
and,and,and
eastern,eastern,eastern
campaign,campaign,campaign
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
mataram,mataram,mataram
crushed,crushed,crushed
a,a,a
rebellion,rebellion,rebellion
in,in,in
tembayat,tembayat,tembayat
(,(,
southeast,southeast,southeast
of,of,of
klaten,klaten,klaten
),),
and,and,and
in,in,in
<<year>>–36,<<year>>36,<<year>>36
",",",",
mataram,mataram,mataram
had,had,had
to,to,to
suppress,suppress,suppress
rebellion,rebellion,rebellion
of,of,of
sumedang,sumedang,sumedang
and,and,and
ukur,ukur,ukur
in,in,in
west,west,west
java,java,java
.,.,
ricklefs,ricklefs,ricklefs
and,and,and
de,de,de
graaf,graaf,graaf
argued,argued,argued
that,that,that
these,these,these
rebellion,rebellion,rebellion
in,in,in
the,the,the
later,later,later
part,part,part
of,of,of
sultan,sultan,sultan
agung,agung,agung
's,'s,s
reign,reign,reign
wa,wa,wa
mainly,mainly,mainly
due,due,due
to,to,to
his,his,his
inability,inability,inability
to,to,to
capture,capture,capture
batavia,batavia,batavia
in,in,in
<<year>>–29,<<year>>29,<<year>>29
",",",",
which,which,which
shattered,shattered,shattered
his,his,his
reputation,reputation,reputation
of,of,of
invincibility,invincibility,invincibility
and,and,and
inspired,inspired,inspired
mataram,mataram,mataram
's,'s,s
vassal,vassal,vassal
to,to,to
rebel,rebel,rebel
.,.,
this,this,this
argument,argument,argument
seems,seems,seems
untenable,untenable,untenable
due,due,due
to,to,to
two,two,two
reason,reason,reason
:,:,
first,first,first
",",",",
rebellion,rebellion,rebellion
against,against,against
sultan,sultan,sultan
agung,agung,agung
already,already,already
began,began,began
a,a,a
far,far,far
back,back,back
a,a,a
<<year>>,<<year>>,<<year>>
and,and,and
occurred,occurred,occurred
in,in,in
pati,pati,pati
even,even,even
during,during,during
his,his,his
peak,peak,peak
of,of,of
invincibility,invincibility,invincibility
after,after,after
taking,taking,taking
surabaya,surabaya,surabaya
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
second,second,second
",",",",
and,and,and
more,more,more
importantly,importantly,importantly
",",",",
the,the,the
military,military,military
failure,failure,failure
to,to,to
capture,capture,capture
batavia,batavia,batavia
wa,wa,wa
not,not,not
seen,seen,seen
a,a,a
political,political,political
failure,failure,failure
by,by,by
javanese,javanese,javanese
point,point,point
of,of,of
view,view,view
.,.,
after,after,after
the,the,the
failed,failed,failed
batavia,batavia,batavia
campaign,campaign,campaign
",",",",
gresik,gresik,gresik
tried,tried,tried
to,to,to
regain,regain,regain
power,power,power
in,in,in
east,east,east
java,java,java
and,and,and
led,led,led
a,a,a
revolt,revolt,revolt
that,that,that
quickly,quickly,quickly
cracked,cracked,cracked
down,down,down
completely,completely,completely
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
sultan,sultan,sultan
also,also,also
launched,launched,launched
a,a,a
``,``,
jihad,jihad,jihad
'','',
against,against,against
the,the,the
still-hindu,still-hindu,stillhindu
blambangan,blambangan,blambangan
in,in,in
the,the,the
extreme,extreme,extreme
eastern,eastern,eastern
java,java,java
.,.,
at,at,at
that,that,that
time,time,time
blambangan,blambangan,blambangan
kingdom,kingdom,kingdom
wa,wa,wa
supported,supported,supported
by,by,by
kingdom,kingdom,kingdom
of,of,of
gelgel,gelgel,gelgel
in,in,in
bali,bali,bali
that,that,that
treated,treated,treated
it,it,it
a,a,a
a,a,a
buffer,buffer,buffer
against,against,against
the,the,the
islamic,islamic,islamic
expansion,expansion,expansion
of,of,of
muslim,muslim,muslim
mataram,mataram,mataram
.,.,
blambangan,blambangan,blambangan
surrendered,surrendered,surrendered
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
but,but,but
quickly,quickly,quickly
regained,regained,regained
their,their,their
independence,independence,independence
and,and,and
rejoined,rejoined,rejoined
bali,bali,bali
soon,soon,soon
after,after,after
the,the,the
mataram,mataram,mataram
troop,troop,troop
withdrew,withdrew,withdrew
.,.,
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
javanese,javanese,javanese
envoy,envoy,envoy
sent,sent,sent
by,by,by
agung,agung,agung
to,to,to
arabia,arabia,arabia
have,have,have
arrived,arrived,arrived
home,home,home
after,after,after
obtaining,obtaining,obtaining
permission,permission,permission
to,to,to
wear,wear,wear
the,the,the
title,title,title
``,``,
sultan,sultan,sultan
'','',
from,from,from
mecca,mecca,mecca
.,.,
mecca,mecca,mecca
also,also,also
sent,sent,sent
number,number,number
of,of,of
ulama,ulama,ulama
to,to,to
agung,agung,agung
's,'s,s
court,court,court
.,.,
his,his,his
islamic,islamic,islamic
name,name,name
and,and,and
title,title,title
gained,gained,gained
from,from,from
mecca,mecca,mecca
is,is,is
``,``,
sultan,sultan,sultan
abdul,abdul,abdul
muhammad,muhammad,muhammad
maulana,maulana,maulana
matarami,matarami,matarami
'','',
.,.,
in,in,in
<<year>>,<<year>>,<<year>>
sultan,sultan,sultan
agung,agung,agung
began,began,began
building,building,building
imogiri,imogiri,imogiri
",",",",
his,his,his
burial,burial,burial
place,place,place
",",",",
about,about,about
fifteen,fifteen,fifteen
kilometre,kilometre,kilometre
south,south,south
of,of,of
yogyakarta,yogyakarta,yogyakarta
.,.,
imogiri,imogiri,imogiri
remains,remains,remains
the,the,the
resting,resting,resting
place,place,place
of,of,of
most,most,most
of,of,of
the,the,the
royalty,royalty,royalty
of,of,of
yogyakarta,yogyakarta,yogyakarta
and,and,and
surakarta,surakarta,surakarta
to,to,to
this,this,this
day,day,day
.,.,
agung,agung,agung
died,died,died
in,in,in
the,the,the
spring,spring,spring
of,of,of
<<year>>,<<year>>,<<year>>
",",",",
leaving,leaving,leaving
behind,behind,behind
an,an,an
empire,empire,empire
that,that,that
covered,covered,covered
most,most,most
of,of,of
java,java,java
